,id,model,price,kilometer,registration_date,condition,zip_code,text,place
272,1151563722,Limousine,5.50 €,204,2006,UnbeschädigtesFahrzeug,94486,                    Das Fahrzeug stammt aus einem tierfreien Nichtraucherhaushalt. Es ist sehr gepflegt!Sommer- und Winterräder auf Alu; die AHK ist schwenkbar.Bitte nur telefonische Kontaktaufnahme unter08547/915566,94486Bayern-Osterhofen
273,1159066674,Limousine,6.49 €,191,2004,UnbeschädigtesFahrzeug,Fünfl,"                    Innenausstattung:Stoff, Schwarz, Mittelarmlehne - vorne, Mittelarmlehne - hinten mit Fach, Multifunktionslenkrad, Servolenkung, Klimaautomatik mit 2 Klimazonen, 5 Sitzplätze, Geteilte Rücksitzbank mit Durchladeeinrichtung und Lastenverankerung, El. verstellbare Sitze - vorne, Ascher anstelle Ablagefach, Design- und Ausstattungslinie Classic, Innenausstattung: Holz Eukalyptus, Lenksäule (Lenkrad) mechan. verstellbarAußenausstattung:Anhängerkupplung, 4 Türen, El. Seitenspiegel (beheizt), Zentralverriegelung mit Infrarot-/Komfortbedienung, Aluminiumfelgen, Winterreifen, Sommerreifen, Stahlfelgen, Pannenkit , Nebelscheinwerfer, El. Fensterheber - vorne, El. Fensterheber - hinten, Wärmeschutz/Getönte Scheiben, Elektro Schiebedach, LM-FelgenTechnologie:Tuner/Radio und Cd-Player, Außenlufttemperatur, Reifendrucküberwachung, Audio-Navigationssystem Audio 50 APS, Tempomat, adaptives Bremslicht, Bremsassistent, Drehzahlmesser, Einschaltautomatik für Fahrlicht, Antriebs-Schlupfregelung, Motor 2,2 Ltr. - 90 kW CDI KAT, Nebelschlussleuchte, Reiserechner, Scheibenwischer mit Regensensor, ServolenkungSicherheit & Umwelt:Front-, Seiten und weitere Airbags, El. Wegfahrsperre, ABS, ESP, Partikelfilter, RußpartikelfilterSonstiges:3 VorbesitzerIrrtum und Zwischenverkauf vorbehalten!Günstige Finanzierung oder Leasing möglich!Unser Unternehmen, das Autohaus Auto Graf GmbH, blickt nun schon seit mehr als 40 Jahren auf eine kundenorientierte Tätigkeit im Automobilbereich zurück.Als Vertragshändler, liegt unser Schwerpunkt auf der Marke Hyundai, aber auch im Bezug auf andere Fabrikate verfügen wir über umfassende und kompetente Kenntnisse.Service- und Kundenorientiertheit werden im Autohaus Auto Graf GmbH großgeschrieben. Als anerkannter Automobildienstleister steht Ihnen unser Serviceteam jederzeit zur Verfügung.LimousineGebrauchtfahrzeugUnfallfreiHubraum: 2148 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 3HU: 10/2019Farbe: Blau MetallicFarbe (Hersteller): DunkelblauInnenausstattung: StoffFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: --Radio: Tuner/RadioPannenhilfe: PannenkitAusstattungABS, Armlehne, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Leichtmetallfelgen, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Partikelfilter, Reifendruckkontrolle, Schiebedach, Servolenkung, Sommerreifen, Stahlfelgen, Winterreifen, ZentralverriegelungWeitere Informationen bei","Fünfleiten23,84326Bayern-Falkenberg"
274,1171950338,Limousine,20.00 €,86,2013,UnbeschädigtesFahrzeug,93086,"                    Mehr am telefonLimousineGebrauchtfahrzeugUnfallfreiHubraum: 2143 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro5Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 2HU: 6/2020Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: BeigeAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: Anhängerkupplung abnehmbarRadio: Tuner/Radio, Radio DABTagfahrlicht (Art): TagfahrlichtKurvenlicht (Art): Adaptives KurvenlichtPannenhilfe: PannenkitAusstattungABS, Ambiente-Beleuchtung, Beheizbare Frontscheibe, Bluetooth, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Heckklappe, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Fernlichtassistent, Freisprecheinrichtung, Gepäckraumabtrennung, Induktionsladen für Smartphones, Innenspiegel autom. abblendend, Isofix, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, MP3-Schnittstelle, Multifunktionslenkrad, Müdigkeitswarner, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Partikelfilter, Raucherpaket, Regensensor, Reifendruckkontrolle, Scheckheftgepflegt, Scheinwerferreinigung, Schiebedach, Schlüssellose Zentralverriegelung, Servolenkung, Sitzheizung, Skisack, Sommerreifen, Sportfahrwerk, Sportpaket, Sportsitze, Sprachsteuerung, Start/Stopp-Automatik, Totwinkel-Assistent, Traktionskontrolle, USB, WLAN / Wifi Hotspot, Winterpaket, Winterreifen, ZentralverriegelungPrivatanbieter93086 worth a d donauDeutschlandTel.: +49 0171 4206876Weitere Informationen bei",93086Bayern-WoerthanderDonau
275,1152229993,Limousine,14.90 €,186,2008,UnbeschädigtesFahrzeug,94315,"                    Zum Verkauf wird ein gepflegter e500 angeboten.Checkheftgepflegt bei MercedesSehr umfangreiche AusstattungAvantgardeCommandDistronic AbstandsregeltempomatSitzheizung vorne und hintenLenkradheizungStandheizungFahrdynamische Sitze mit MassagefunktionSitzklimatisierung(Lüftung)GlasschiebedachDurchladefunktionSkisackKeylessgo KeylessentryBi XenonDigitales WartungsheftSommerferien neu 17“Winterreifen neu 17“Multimedia InterfaceAdaptives BremslichtWärmedämmendes und Infrarot reflektierendes Verbundglas rundumPreis ist in gesunden Maße verhandelbarBei weiteren Fragen stehe ich gerne zu Verfügung telefonisch oder WhatsAppLimousineGebrauchtfahrzeugUnfallfreiHubraum: 5461 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 2HU: 1/2020Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: --Anhängerkupplung: --Radio: Tuner/RadioKurvenlicht (Art): KurvenlichtAusstattungABS, Bluetooth, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Freisprecheinrichtung, Leichtmetallfelgen, Lichtsensor, MP3-Schnittstelle, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Regensensor, Scheckheftgepflegt, Schiebedach, Servolenkung, Sitzheizung, Sportpaket, Standheizung, Traktionskontrolle, ZentralverriegelungPrivatanbieter94315 StraubingDeutschlandTel.: +49 163 9783344Weitere Informationen bei",94315Bayern-Straubing
276,1151976153,Limousine,3.20 €,340,2005,UnbeschädigtesFahrzeug,94557,"                    LimousineGebrauchtfahrzeugUnfallfreiHubraum: 2148 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: --Anzahl der Fahrzeughalter: 2HU: 9/2020Farbe: Grau MetallicFarbe (Hersteller): --Innenausstattung: StoffFarbe der Innenausstattung: SchwarzAirbags: Front-AirbagsAnhängerkupplung: --Radio: Tuner/RadioAusstattungABS, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Lichtsensor, Multifunktionslenkrad, Nichtraucher-Fahrzeug, Regensensor, Scheckheftgepflegt, Servolenkung, Sommerreifen, Traktionskontrolle, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter94557 NiederalteichDeutschlandTel.: +49 151 56518120Weitere Informationen bei",94557Bayern-Niederalteich
278,1172487626,Coupé,20.50 €,118,2012,UnbeschädigtesFahrzeug,93426,"                    Sportwagen/CoupéGebrauchtfahrzeugHubraum: 2987 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 4Schadstoffklasse: Euro5Umweltplakette: --Anzahl der Fahrzeughalter: --HU: --Farbe: Blau MetallicFarbe (Hersteller): --Innenausstattung: VolllederFarbe der Innenausstattung: --Airbags: --Anhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtKurvenlicht (Art): KurvenlichtAusstattungABS, Bluetooth, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Freisprecheinrichtung, Head-Up Display, Isofix, Kurvenlicht, Leichtmetallfelgen, Lichtsensor, MP3-Schnittstelle, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Partikelfilter, Regensensor, Scheckheftgepflegt, Servolenkung, Sitzheizung, Sportfahrwerk, Sportpaket, Sportsitze, Start/Stopp-Automatik, Tagfahrlicht, Tempomat, Traktionskontrolle, Tuner/Radio, Xenonscheinwerfer, ZentralverriegelungDer Preis ist Verhandlungsbasis.PrivatanbieterRomano Maier93426 RodingDeutschlandTel.: +49 15227 556037Weitere Informationen bei",93426Bayern-Roding
279,1154611245,Limousine,,249.932,1992,BeschädigtesFahrzeug,94036,"                    Vielleicht noch Bedeutung... wurde die letzten Jahre nur mit Saisonkennzeichen (04-10) bewegt.Bei diesem Schätzchen ist die Zylinderkopfdichtung defekt.Zylinderkopf und Block ist in Ordnung. Der Motor wurde bereits zerlegt.Wird auf Kundenwunsch nicht mehr instandgesetzt. Wird ihm zu teuer.Es sollte doch ein Liebhaber für dieses Modell zu finden sein, der diesen Mercedes Benz 300 E - 24V wieder instand setzen will.DEN ER HAT POTENTIAL ZUM OLDTIMER !Er hat eine gute Substanz für eine Wiederinstandsetzung.Wäre schade ihn einfach auszuschlachten und in Einzelteilen zu verkaufen.Er ist so gut wie Rostfrei...siehe Fotos.... kleine Roststelle und Delle mit Kratzer am hinteren Kotflügel und übliche Gebrauchsspuren.Der Fahrersitz hat einen kleinen Riss ca. 10 cm.Einige Lackabplatzer am vorderen Kotflügel.Das Auto wurde für das Fotoshooting weder innen noch außen aufpoliert.Der Mercedes wird aufgrund seines Alters und derzeitigen Zustandes als Bastlerfahrzeug bzw. zum ausschlachten verkauft.SonderausstattungAutomatisches Sperrdifferential (ASD)AußentemperaturanzeigeFahrersitz links elektr. verstellbar mit MemorySchiebe-Hebe-Dach Elektr. in StahlausführungGetriebe Automatisch 5-GangKopfstützen im FondTempomatAntenne Automatisch und Lautsprecher vornSonnenblenden mit Make-Up-Spiegel links und rechts beleuchtetWärmedämmendes grünes Glas rundum, Heizbare Heckscheibe, BandfilterAusstiegsleuchten in den Türen (W202 nur Fahrertüren)AbgasreinigungsanlageECE-WarndreieckHolzausführung WurzelnussModelljahr 1991HecklautsprecherZusatzteile für Schweiz, nur in Verbindung mit Katalysator (Code 620)Sitzheizung Fahrersitz links und rechtsGerne weitere Bilder per WhatsApp oder E-Mail.Besichtigung ist selbstverständlich auch möglich.JVC Radio mit FernbedienungLetzter Ölwechsel bei KM 247030Bridgestone 225/45R17 91W DOT 03/18 6mm Profilauf BBS FelgenFahrgestellnr. WDB1240311B468049Automatikgetriebe: 129 270 0700 722 501 0 3512728Automatikgetriebe passend für W124 R129Dieses Getriebe sollte auch bei einem SL passenWhatsApp / Email jederzeit !Telefonisch besser ab 17.00 Uhr erreichbar.SIE KÖNNEN MIR GERNE JEDERZEIT EINEN PREISVORSCHLAG NENNEN.ABER BITTE NUR EINEN BEI DEM SIE AUCH EINE RÜCKANTWORT ERWARTEN :-)Wegen der neuen Gesetzesbestimmungen erfolgt der Verkauf unter Ausschluss jeglicher Gewährleistung, Garantie und Rücknahme. Da es sich um einen Privatverkauf handelt kann ich keine Garantie nach neuem EU-Recht übernehmen. Der Käufer erklärt sich damit einverstanden und erkennt dies mit seinem Kauf an! Laut dem neuen EU-Recht muss dieser Zusatz unter jedem Online-Verkauf stehen, ansonsten haftet der Verkäufer auch als Privatperson ein ganzes Jahr für die verkaufte Ware!Der Artikel wird ""so wie er ist"" verkauft - verkauft wie gesehen",94036Kr.Passau-Passau
280,1173347080,Limousine,950 €,258.789,1999,UnbeschädigtesFahrzeug,Reitb,                    0151/46179840,"Reitbauerstraße14,94501Bayern-Aldersbach"
281,1173002159,Limousine,950 €,413,1997,UnbeschädigtesFahrzeug,84326,"                    Baujahr:1997Auspuff ist undicht, linker Einstieg durchgerostet, sonst technisch OK.Optisch:Rost/siehe Bilder",84326Bayern-Falkenberg
282,1148618140,SUV/Geländewagen,9.10 €,88.731,2011,BeschädigtesFahrzeug,94405,"                    Zum Verkauf steht ein BMW X1 s Drive 2,0d twin Turbo 6 Gang Getriebe.Das Fahrzeug ist ab gesehen von dem kleinen Unfall in einen idealen technischen und optischen Zustand.Der X1 hat jetzt 88731km ist immer Scheckheft gepflegt. Die HU/AU ist bis 12/2020Ausstattung: Navigationssystem, Klimaautomatik, Tempomat, PARKTRONIC inkl. ParkführungMultifuktionslenkrad, elektrische Fensterheber, Anhängerkupplung abnehmbar,Sitzheizung, MP3 Radio und PDC vorne und hinten.Bei Fragen könnt Ihr euch gern melden telefonisch melden 015168864815!Bitte nur ernst gemeinte Angebote und Anfragen! Irrtümer und inzwischen Verkauf vorbehalten!",94405Bayern-LandauadIsar
283,1170950550,Kombi,2.75 €,349,2004,8,94034,                    Motor Getriebe okAuto hat kein RostLäuft einwandfreiFür diesen alter sieht das Auto noch gut ausMehr Infos per Telefon,94034Kr.Passau-Passau
284,1170786014,Kombi,5.80 €,194.491,2005,UnbeschädigtesFahrzeug,Siegl,"                    MB E280 T Modell 4x4Scheckheft gepflegtTüv02/2021Sonderausstattung:Ascher anstelle Ablagefach,Audio-Navigationssystem: Autopilot-System APS COMAND,Außenspiegel elektr. anklappbar,Bi-Xenon-Scheinwerfer mit aktivem Kurvenlicht,CD-Wechsler,Heckklappe mit automatischem Öffnungs- und Schließsystem,Komfort-Klimaautomatik (Thermotronik),Laderaumboden automatisch aus- und einfahrbar,Laderaumboden mit Teleskopstange variabel (Fixkit),Memory-Paket,Metallic-Lackierung,Parktronic-System PTS (vorn und hinten),Schiebe-/Hebedach elektrisch (Glas),Seitenscheiben hinten und Heckscheibe abgedunkelt,Sender für Garagentoröffner (integriert),Sitzbezug / Polsterung: Leder, Sitzheizung vorn,Sound-System Harman-Kardon mit Logic7-Surround-System,Sport-Paket,Verbundglas wärmedämmend und infrarot-reflektierend,Vorrüstung Mobiltelefon/HandyWeitere Ausstattung:Adaptives Bremslicht,Airbag Fahrer-/Beifahrerseite,Antriebs-Schlupfregelung (ASR), Außenspiegel elektr. verstell- und heizbar, beide, Außentemperaturanzeige,Bremsassistent, Design- und Ausstattungslinie Avantgarde,Drehzahlmesser,Einschaltautomatik für Fahrlicht,Fensterheber elektrisch vorn + hinten,Gepäckraumabdeckung / Rollo,Heckscheibe heizbar (ESG),Heckscheibenwischer,Karosserie: 5-türig, Kopf-Airbag-System (Windowbag),Lastenverankerung / Verzurrösen,Lenkrad mit Multifunktion,Lenksäule (Lenkrad) mechan. verstellbar,LM-Felgen,Mittelarmlehne hinten mit Fach,Motor 3,0 Ltr. - 170 kW V6 KAT, Nebelschlussleuchte,Niveauregulierung,Reifendruckwarner,Reiserechner,Rücksitze klappbar 1/3-2/3 mit Durchladeeinrichtung und Lastenverankerung, Seitenairbag (Sidebag) vorn,Sitz vorn links elektr. verstellbar, Sitz vorn rechts elektr. verstellbarKombiGebrauchtfahrzeugHubraum: 2997 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: --HU: 2/2021Farbe: Silber MetallicFarbe (Hersteller): iridiumsilber metallicInnenausstattung: VolllederFarbe der Innenausstattung: SchwarzAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: Anhängerkupplung abnehmbarRadio: Tuner/RadioKurvenlicht (Art): Adaptives KurvenlichtAusstattungABS, Armlehne, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Freisprecheinrichtung, Leichtmetallfelgen, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Regensensor, Scheckheftgepflegt, Scheinwerferreinigung, Schiebedach, Servolenkung, Sitzheizung, Soundsystem, Sportpaket, ZentralverriegelungWeitere Informationen bei","Sieglberg31,94034Kr.Passau-Passau"
285,1170309971,Limousine,1.40 €,248,1992,1,93426,                    Top unterboden usw.äuserlich leichte rostansätze.voll Fahrbereit AHK,93426Bayern-Roding
286,1156612100,Limousine,3.35 €,173,1990,UnbeschädigtesFahrzeug,94060,"                    Zum Verkauf steht ein Mercedes 190E 2.0Sportline mit 5 Gang Getriebe.Das Fahrzeug ist seit 1996 in unserem Familienbesitz. Er ist in einem sehr guten Zustand kein Rost. Die Kilometer sind Original.Sommer und Winterreifen vorhanden. Er hat Schiebedach, abnehmbare Anhängerkupplung,Zentralverriegelung, Sportsitze, ABS, Euro2 Umrüstung somit 147€ Steuer pro Jahr. TÜV bis 04|20.Absoluter Original Zustand, nix verbastelt.Rest siehe Bilder. Preis ist im Rahmen verhandelbar.",94060Bayern-Pocking
287,1168137440,Limousine,10.49 €,187,2010,UnbeschädigtesFahrzeug,Schwa,"                    - Sonderausstattung:- Audio-Navigationssystem Audio 50 APS,- Fußmatten Velours,- Kindersitzerkennung im Beifahrersitz (automatisch),- Kraftstofftank: vergrößert,- Media Interface (Universal-Schnittstelle für iPod / AUX / USB / MP3),- Metallic-Lackierung,- Parkführung,- Rücksitze klappbar 1/3-2/3 mit Durchladeeinrichtung und Lastenverankerung,- Scheibenwaschanlage beheizt,- Sitzheizung vorn,- Vorrüstung Mobiltelefon/Handy / Komfort-Telefonie / LTE-fähig- Weitere Ausstattung:- Adaptives Bremslicht,- Airbag Fahrer-/Beifahrerseite,- Aktive Motorhaube,- Antriebs-Schlupfregelung (ASR),- Außenspiegel elektr. verstell- und heizbar, beide,- Außenspiegel Wagenfarbe,- Außentemperaturanzeige,- Ausstattung BlueEfficiency,- Beckenairbag vorn (Pelvisbag),- Blinkleuchte in Außenspiegel integriert,- Bremsassistent,- Design- und Ausstattungslinie Avantgarde,- Drehzahlmesser,- Einschaltautomatik für Fahrlicht,- Einstiegschienen (Edelstahl),- Fahrassistenz-System: Attention-Assist (Müdigkeitserkennungs-Sensor),- Fahrassistenz-System: Berganfahrhilfe,- Fensterheber elektrisch vorn + hinten,- Heckleuchten LED,- Isofix-Aufnahmen für Kindersitz an Rücksitz,- Karosserie: 4-türig,- Klimaautomatik (Thermatic),- Knieairbag Fahrerseite,- Kopf-Airbag-System (Windowbag),- Kopfstützen vorn NECK-PRO,- Lenksäule (Lenkrad) mechan. verstellbar,- Motor 1,8 Ltr. - 135 kW,- PRE-SAFE-System,- Reifendruckwarner,- Reiserechner,- Schadstoffarm nach Abgasnorm Euro 5,- Seitenairbag (Sidebag) vorn,- Sitze vorn elektr. verstellbar,- Start/Stop-Anlage,- Stau-/Ablagefach unter Laderaumboden,- Tempomat mit Bremseingriff (Speedtronic),- Wärmeschutzverglasung- Fahrzeug ist auf Lager und sofort verfügbar!- Fahrzeuggarantie bis zu 48 Monate gegen Aufpreis möglich! - Gebrauchtwagenantausch möglich!- Günstige Finanzierung über unsere Hausbank auch ohne Anzahlung !LimousineGebrauchtfahrzeugHubraum: 1796 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro5Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 2HU: 8/2020Farbe: Schwarz MetallicFarbe (Hersteller): OBSIDIANSCHWARZ - METALLICLACKInnenausstattung: TeillederFarbe der Innenausstattung: GrauAirbags: Front-, Seiten- und weitere AirbagsAnhängerkupplung: Anhängerkupplung abnehmbarRadio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtAusstattungABS, Armlehne, Berganfahrassistent, Bluetooth, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Freisprecheinrichtung, Isofix, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Regensensor, Scheckheftgepflegt, Servolenkung, Sitzheizung, Sommerreifen, Start/Stopp-Automatik, ZentralverriegelungWeitere Informationen bei","SchwandorferStrasse15,93426Bayern-Roding"
288,1168137433,Kombi,10.50 €,117.05,2009,UnbeschädigtesFahrzeug,94469,"                    Sehr wenige Kilometer, 7-Sitzer, Kunstleder (Artico), Spiegeltaxameter, Funkvorbereitung (vorne / hinten), MwSt. ausweisbar.KombiGebrauchtfahrzeugUnfallfreiHubraum: 2148 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 7Schadstoffklasse: Euro4Umweltplakette: --Anzahl der Fahrzeughalter: 1HU: 7/2020Farbe: BeigeFarbe (Hersteller): --Innenausstattung: AndereFarbe der Innenausstattung: SchwarzAirbags: Front- und Seiten-AirbagsAnhängerkupplung: --Radio: Tuner/RadioAusstattungABS, Alarmanlage, Bluetooth, Bordcomputer, CD-Spieler, Dachreling, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, Freisprecheinrichtung, Geschwindigkeitsbegrenzer, Leichtmetallfelgen, Lichtsensor, Luftfederung, MP3-Schnittstelle, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Partikelfilter, Regensensor, Scheckheftgepflegt, Schlüssellose Zentralverriegelung, Servolenkung, Sitzheizung, Standheizung, Taxi, Tempomat, Traktionskontrolle, Tuner/Radio, Winterreifen, ZentralverriegelungPrivatanbieterTaxi Franz Sauer GmbH94469 DeggendorfDeutschlandTel.: +49 991 25257Weitere Informationen bei",94469Bayern-Deggendorf
